Nombre Jugador,Fecha Nacimiento,Posicion,Posicion Secundaria,Equipo,Division,Video,Link Jugador,Valor de Mercado,Valor negociado,V Region,Nacionalidad,Extranjero,Valoracion
Brandon Andrés Cáceres Galarce,17/05/2002,Defensa,Defensa,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/brandon-caceres-galarce/832667/,Sin Valor,,No,Chile,No,Predeterminado
Cristian Javier Magaña Leyton,26/02/1991,Defensa,Defensa,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/cristian-magana/149633/,Sin Valor,,No,Chile,No,Predeterminado
Cristóbal Alberto Vergara Maldonado,20/06/1994,Defensa,Defensa,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/cristobal-vergara/181096/,Sin Valor,,No,Chile,No,Predeterminado
Francisco Alejandro Arenas Díaz,15/08/1998,Centrocampista,Centrocampista,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/francisco-arenas/549270/,Sin Valor,,No,Chile,No,Predeterminado
Hernán Albano Becica,31/07/1985,Centrocampista,Centrocampista,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/albano-becica/57949/,Sin Valor,,No,Argentina,Si,Predeterminado
Benjamín Ignacio Fuentes Vásquez,02/01/2003,Centrocampista,Centrocampista,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/benjamin-fuentes/902770/,Sin Valor,,No,Chile,No,Predeterminado
Erick Brandón Millalén Hernández,10/08/1999,Centrocampista,Centrocampista,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/erick-millalen/554866/,Sin Valor,,No,Chile,No,Predeterminado
Josué Miguel Nehemías Ovalle Aranda,20/05/2000,Centrocampista,Centrocampista,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/josue-miguel-hehemias-ovalle-aranda/657444/,Sin Valor,,No,Chile,No,Predeterminado
Carlos Matías Pavez Espinoza,03/04/1999,Centrocampista,Centrocampista,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/carlos-matias-pavez-espinoza/542437/,Sin Valor,,No,Chile,No,Predeterminado
Vicente Ignacio Becerra Martínez,03/04/2003,Delantero,Delantero,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/vicente-becerra-martinez/898802/,Sin Valor,,No,Chile,No,Predeterminado
Benjamín Andrés Inostroza Zúñiga,31/03/1997,Delantero,Delantero,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/benjamin-inostroza/266350/,Sin Valor,,No,Chile,No,Predeterminado
Johan Jarol Pizarro Cárcamo,10/04/2005,Delantero,Delantero,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/johan-jarol-pizarro-carcamo/935040/,Sin Valor,,No,Chile,No,Predeterminado
Gianfranco Sepúlveda Payacan,18/03/2002,Delantero,Delantero,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/gianfranco-sepulveda/696188/,Sin Valor,,No,Chile,No,Predeterminado
Nicolás Fernando Araya Bruna,06/06/1999,Portero,Portero,Concepción,Segunda División Chile,,https://el.soccerway.com/players/nicolas-araya/362587/,Sin Valor,,No,Chile,No,Predeterminado
Pablo Antonio Ramírez Fuentes,20/02/2003,Portero,Portero,Concepción,Segunda División Chile,,https://el.soccerway.com/players/pablo-antonio-ramirez-fuentes/955071/,Sin Valor,,No,Chile,No,Predeterminado
Levit Moises Béjar Pino,21/12/2003,Defensa,Defensa,Concepción,Segunda División Chile,,https://el.soccerway.com/players/levit-moises-bejar-pino/815108/,Sin Valor,,No,Chile,No,Predeterminado
Carlos Joaquín Anthonio Flores Painecur,04/07/2004,Defensa,Defensa,Concepción,Segunda División Chile,,https://el.soccerway.com/players/carlos-joaquin-anthonio-flores-painecur/955072/,Sin Valor,,No,Chile,No,Predeterminado
Sebastián Ignacio Silva Pérez,16/07/1991,Defensa,Defensa,Concepción,Segunda División Chile,,https://el.soccerway.com/players/sebastian-ignacio-silva-perez/174288/,Sin Valor,,No,Chile,No,Predeterminado
Franco Ignacio Astudillo Hidalgo,29/08/2004,Centrocampista,Centrocampista,Concepción,Segunda División Chile,,https://el.soccerway.com/players/franco-ignacio-astudillo-hidalgo/895256/,Sin Valor,,No,Chile,No,Predeterminado
Kevin Andrés Flores Senecal,01/01/1995,Centrocampista,Centrocampista,Concepción,Segunda División Chile,,https://el.soccerway.com/players/kevin-flores/272733/,Sin Valor,,No,Chile,No,Predeterminado
Fabrizio Fabián Manzo Melo,11/08/1998,Centrocampista,Centrocampista,Concepción,Segunda División Chile,,https://el.soccerway.com/players/fabrizio-manzo/479005/,Sin Valor,,No,Chile,No,Predeterminado
Benjamín Andrés Mendoza Quiroz,22/12/2005,Centrocampista,Centrocampista,Concepción,Segunda División Chile,,https://el.soccerway.com/players/benjamin-andres-mendoza-quiroz/955070/,Sin Valor,,No,Chile,No,Predeterminado
Ulises Rodrigo Ojeda,02/10/1995,Centrocampista,Centrocampista,Concepción,Segunda División Chile,,https://el.soccerway.com/players/ulises-rodrigo-ojeda/656006/,Sin Valor,,No,Argentina,Si,Predeterminado
Felipe Ignacio Saavedra Saavedra,26/09/1996,Centrocampista,Centrocampista,Concepción,Segunda División Chile,,https://el.soccerway.com/players/felipe-saavedra-saavedra/349855/,Sin Valor,,No,Chile,No,Predeterminado
Patricio Antonio Troncoso Baeza,10/06/1992,Centrocampista,Centrocampista,Concepción,Segunda División Chile,,https://el.soccerway.com/players/patricio-antonio-troncoso-baeza/111731/,Sin Valor,,No,Chile,No,Predeterminado
Carlos Humberto Escobar Ortiz,24/12/1989,Delantero,Delantero,Concepción,Segunda División Chile,,https://el.soccerway.com/players/carlos-escobar/114381/,Sin Valor,,No,Chile,No,Predeterminado
Mauro Luciano Lopes Acevedo,23/01/1997,Delantero,Delantero,Concepción,Segunda División Chile,,https://el.soccerway.com/players/mauro-lopes-acevedo/448630/,Sin Valor,,No,Chile,No,Predeterminado
Martín Alexander Ramírez Alfaro,07/04/2005,Delantero,Delantero,Concepción,Segunda División Chile,,https://el.soccerway.com/players/martin-alexander-ramirez-alfaro/954566/,Sin Valor,,No,Chile,No,Predeterminado
Gabriel Alejandro Vargas Venegas,08/12/1983,Delantero,Delantero,Concepción,Segunda División Chile,,https://el.soccerway.com/players/gabriel-alejandro-vargas/21741/,Sin Valor,,No,Chile,No,Predeterminado
Emilio Iker Ascui Gana,05/05/2006,Portero,Portero,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/emilio-iker-ascui-gana/985096/,Sin Valor,,No,Chile,No,Predeterminado
Benjamín Tapia Rojas,22/10/2002,Portero,Portero,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/benjamin-tapia/549465/,Sin Valor,,No,Chile,No,Predeterminado
Jorge Ignacio Catejo Lizana,21/06/2000,Defensa,Defensa,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/jorge-catejo/596633/,Sin Valor,,No,Chile,No,Predeterminado
Josué Aarón González Vargas,28/02/2003,Defensa,Defensa,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/josue-gonzalez/690295/,Sin Valor,,No,Chile,No,Predeterminado
Matías Ignacio Lagos Leiva,03/01/1997,Defensa,Defensa,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/matias-lagos/670580/,Sin Valor,,No,Chile,No,Predeterminado
Brayan Esteban Troncoso Gallegos,22/10/2000,Defensa,Defensa,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/bryan-troncoso/490601/,Sin Valor,,No,Chile,No,Predeterminado
Matías Nicolás Aguilar Ovalle,20/06/2001,Centrocampista,Centrocampista,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/matias-aguilar-ovalle/557080/,Sin Valor,,No,Chile,No,Predeterminado
Juan Alberto Arias Ibáñez,04/03/2002,Centrocampista,Centrocampista,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/juan-arias/775146/,Sin Valor,,No,Chile,No,Predeterminado
José Manuel Cárdenas Serón,21/12/2003,Centrocampista,Centrocampista,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/jose-manuel-cardenas-seron/897686/,Sin Valor,,No,Chile,No,Predeterminado
Marcos Ignacio Millape Santana,27/08/2004,Centrocampista,Centrocampista,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/marcos-ignacio-millape-santana/900153/,Sin Valor,,No,Chile,No,Predeterminado
Leonardo Nicolás Povea Pérez,26/01/1994,Centrocampista,Centrocampista,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/leonardo-povea/250444/,Sin Valor,,No,Chile,No,Predeterminado
Cristóbal Ignacio Vargas Márquez,07/07/2000,Centrocampista,Centrocampista,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/cristobal-vargas/603780/,Sin Valor,,No,Chile,No,Predeterminado
Ian Franco Aliaga Bazaes,27/03/2002,Delantero,Delantero,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/ian-aliaga/789459/,Sin Valor,,No,Chile,No,Predeterminado
Kevin Wladimir González Maldonado,02/05/2005,Delantero,Delantero,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/kevin-wladimir-gonzalez-maldonado/1003276/,Sin Valor,,No,Chile,No,Predeterminado
Jorge Exequiel Márquez,18/12/1994,Delantero,Delantero,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/jorge-exequiel-marquez/431889/,Sin Valor,,No,Argentina,Si,Predeterminado
Jairo Damián Vásquez Ampuero,16/01/2001,Delantero,Delantero,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/jairo-vasquez/513298/,Sin Valor,,No,Chile,No,Predeterminado
Nicolás Alberto Zedán Abu-Ghosh,07/06/2000,Delantero,Delantero,Puerto Montt,Segunda División Chile,,https://el.soccerway.com/players/nicolas-alberto-zedan-abu-ghosh/546119/,Sin Valor,,No,Chile,No,Predeterminado
Leandro Enrique Cañete Sepúlveda,22/03/1995,Portero,Portero,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/leandro-canete-sepulveda/330531/,Sin Valor,,No,Chile,No,Predeterminado
Ángel Sebastián Marval Valladares,02/09/2003,Portero,Portero,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/angel-marval/913951/,Sin Valor,,No,Chile,No,Predeterminado
Eric Andrés Ahumada Escobar,14/02/1994,Defensa,Defensa,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/eric-ahumada/343703/,Sin Valor,,No,Chile,No,Predeterminado
Diego Andrés Álvarez Leyton,06/11/2001,Defensa,Defensa,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/diego-alvarez/724255/,Sin Valor,,No,Chile,No,Predeterminado
Jaime Enrique Arévalo Pailaqueo,05/01/2004,Defensa,Defensa,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/jaime-enrique-arevalo-pailaqueo/929227/,Sin Valor,,No,Chile,No,Predeterminado
José Tomás Herrera Díaz,30/09/2002,Defensa,Defensa,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/jose-herrera/613314/,Sin Valor,,No,Chile,No,Predeterminado
Jaime José Soto Kaempfer,20/04/1992,Defensa,Defensa,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/jaime-soto/228995/,Sin Valor,,No,Chile,No,Predeterminado
Juan Pablo Abarzúa Sepúlveda,17/02/1992,Centrocampista,Centrocampista,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/juan-pablo-abarzua/249523/,Sin Valor,,No,Chile,No,Predeterminado
Jeckar Andre Amaya Garrido,03/01/2003,Centrocampista,Centrocampista,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/jeckar-andre-amaya-garrido/959241/,Sin Valor,,No,Chile,No,Predeterminado
Martín Hernán Herrera Flores,12/05/2003,Centrocampista,Centrocampista,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/martin-hernan-herrera-flores/967409/,Sin Valor,,No,Chile,No,Predeterminado
Claudio Andrés Jopia Arias,17/11/1991,Centrocampista,Centrocampista,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/claudio-jopia/89832/,Sin Valor,,No,Chile,No,Predeterminado
Aníbal Antonio San Martín Vilugrón,12/11/2001,Centrocampista,Centrocampista,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/anibal-san-martin/681437/,Sin Valor,,No,Chile,No,Predeterminado
Renato Andrés Araya Jerez,24/09/2002,Delantero,Delantero,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/renato-araya/673051/,Sin Valor,,No,Chile,No,Predeterminado
Jaime Joel Droguett Diocares,28/08/1988,Delantero,Delantero,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/jaime-joel-droguett/41744/,Sin Valor,,No,Chile,No,Predeterminado
Massami Francisco Gutiérrez Cárcamo,26/08/2003,Delantero,Delantero,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/massami-gutierrez/734868/,Sin Valor,,No,Chile,No,Predeterminado
Marcos Sebastián Pol,14/03/1988,Delantero,Delantero,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/sebastian-pol/31966/,Sin Valor,,No,Argentina,Si,Predeterminado
Matías Bastián Recabal Ibáñez,06/09/1999,Delantero,Delantero,Deportes Rengo,Segunda División Chile,,https://el.soccerway.com/players/matias-recabal/824290/,Sin Valor,,No,Chile,No,Predeterminado
Diego Pablo César Abarca Castro,08/05/2002,Portero,Portero,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/diego-abarca/798483/,Sin Valor,,Si,Chile,No,Predeterminado
Cristóbal Alejandro Campos Véliz,27/08/1999,Portero,Portero,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/cristobal-campos/485840/,Sin Valor,,Si,Chile,No,Predeterminado
Juan Pablo Andrade Moya,29/11/1988,Defensa,Defensa,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/juan-andrade/151872/,Sin Valor,,Si,Chile,No,Predeterminado
Nelson Guillermo Guaiquil Ruiz,13/01/2003,Defensa,Defensa,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/nelson-guillermo-guaiquil-ruiz/698753/,Sin Valor,,Si,Chile,No,Predeterminado
Claudio Patricio Navarrete Arévalo,05/11/1998,Defensa,Defensa,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/claudio-navarrete/551923/,Sin Valor,,Si,Chile,No,Predeterminado
Matías Ignacio Silva Álamos,30/06/2000,Defensa,Defensa,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/matias-silva/475871/,Sin Valor,,Si,Chile,No,Predeterminado
Bruno Ignacio Álvarez Moraga,27/05/2002,Centrocampista,Centrocampista,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/bruno-alvarez/808533/,Sin Valor,,Si,Chile,No,Predeterminado
Sebastián Alexander Azúa Chávez,07/07/2006,Centrocampista,Centrocampista,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/sebastian-alexander-azua-chavez/934808/,Sin Valor,,Si,Chile,No,Predeterminado
Ignacio Alejandro Contreras Medina,11/04/2000,Centrocampista,Centrocampista,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/ignacio-contreras/497027/,Sin Valor,,Si,Chile,No,Predeterminado
Ramón Ignacio Fernández,03/12/1984,Centrocampista,Centrocampista,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/ramon-eduardo-fernandez/68902/,Sin Valor,,Si,Argentina,Si,Predeterminado
Kevin Bastián Hidalgo Silva,29/07/1995,Centrocampista,Centrocampista,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/kevin-hidalgo/303098/,Sin Valor,,Si,Chile,No,Predeterminado
Diego Ignacio Loyola Muga,16/11/2004,Centrocampista,Centrocampista,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/diego-ignacio-loyola-muga/955044/,Sin Valor,,Si,Chile,No,Predeterminado
Marcelo Andrés Palma Meléndez,23/03/2004,Centrocampista,Centrocampista,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/marcelo-andres-palma-melendez/955045/,Sin Valor,,Si,Chile,No,Predeterminado
Jorge Israel Romo Salinas,09/01/1990,Centrocampista,Centrocampista,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/jorge-romo/178451/,Sin Valor,,Si,Chile,No,Predeterminado
Joaquín Andrés Albornoz García,06/08/2003,Delantero,Delantero,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/joaquin-andres-albornoz-garcia/955046/,Sin Valor,,Si,Chile,No,Predeterminado
Diego Ignacio Cuéllar Vásquez,22/11/1986,Delantero,Delantero,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/diego-cuellar/135011/,Sin Valor,,Si,Chile,No,Predeterminado
Brian Steven Mondaca Bobadilla,10/11/2003,Delantero,Delantero,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/brian-steven-mondaca-bobadilla/955042/,Sin Valor,,Si,Chile,No,Predeterminado
Luca Alonso Pontigo Marín,25/11/1994,Delantero,Delantero,San Antonio Unido,Segunda División Chile,,https://el.soccerway.com/players/luca-alonso-pontigo-marin/235957/,Sin Valor,,Si,Chile,No,Predeterminado
Felipe Antonio Abarca Fuentes,23/12/1991,Portero,Portero,General Velásquez,Segunda División Chile,,https://el.soccerway.com/players/felipe-abarca/724282/,Sin Valor,,No,Chile,No,Predeterminado
Brandón Leonardi Obregón Cuero,12/02/2000,Portero,Portero,General Velásquez,Segunda División Chile,,https://el.soccerway.com/players/brandon-obregon/613452/,Sin Valor,,No,Colombia,Si,Predeterminado
Juan Pablo Carrasco Caroca,25/04/1988,Defensa,Defensa,General Velásquez,Segunda División Chile,,https://el.soccerway.com/players/juan-pablo-carrasco/150659/,Sin Valor,,No,Chile,No,Predeterminado
Manuel Alejandro Olea Rivera,05/10/1993,Defensa,Defensa,General Velásquez,Segunda División Chile,,https://el.soccerway.com/players/manuel-olea/548574/,Sin Valor,,No,Chile,No,Predeterminado
Matías Javier Quiroz Najle,14/07/2000,Defensa,Defensa,General Velásquez,Segunda División Chile,,https://el.soccerway.com/players/matias-quiroz/680626/,Sin Valor,,No,Chile,No,Predeterminado
Kevin Andrés Serrano Castro,24/03/1998,Defensa,Defensa,General Velásquez,Segunda División Chile,,https://el.soccerway.com/players/kevin-serrano/548313/,Sin Valor,,No,Chile,No,Predeterminado
Jhon Deyvid Alegría Escobar,03/05/1997,Centrocampista,Centrocampista,General Velásquez,Segunda División Chile,,https://el.soccerway.com/players/jhon-deyvid-alegria-escobar/335940/,Sin Valor,,No,Colombia,Si,Predeterminado
Gabriel Ignacio Castillo Castillo,29/09/1997,Centrocampista,Centrocampista,General Velásquez,Segunda División Chile,,https://el.soccerway.com/players/gabriel-castillo/546574/,Sin Valor,,No,Chile,No,Predeterminado
Cristián André Henríquez Soto,18/01/2003,Centrocampista,Centrocampista,General Velásquez,Segunda División Chile,,https://el.soccerway.com/players/cristian-andres-henriquez-jaque/903117/,Sin Valor,,No,Chile,No,Predeterminado
Benjamín Mauricio Miranda Cavieres,08/03/2004,Centrocampista,Centrocampista,General Velásquez,Segunda División Chile,,https://el.soccerway.com/players/benjamin-miranda/893330/,Sin Valor,,No,Chile,No,Predeterminado
